timestamps,TP9,AF7,AF8,TP10,Right AUX,label
1533222560.120,71.289,23.438,41.992,20.508,42.480,0
1533222560.124,67.871,22.461,-21.484,19.043,7.324,0
1533222560.128,44.434,24.414,-111.328,13.672,-14.648,0
1533222560.132,34.668,31.250,-91.797,9.277,60.059,0
1533222560.136,54.688,31.250,-51.758,7.812,52.734,0
1533222560.140,67.871,27.344,11.719,9.766,24.414,0
1533222560.144,62.012,21.484,13.184,7.324,57.617,0
1533222560.148,45.410,25.391,-75.684,9.766,66.895,0
1533222560.151,35.645,34.668,-102.539,12.207,38.574,0
1533222560.155,40.039,32.715,-83.008,8.789,41.016,0
1533222560.159,55.664,31.250,7.324,12.207,37.109,0
1533222560.163,60.547,35.156,36.621,17.578,36.133,0
1533222560.167,46.387,33.691,-109.863,13.184,-17.090,0
1533222560.171,31.250,29.297,-94.727,0.977,-75.195,0
1533222560.175,36.133,30.273,-49.805,4.395,75.195,0
1533222560.179,58.594,32.227,-0.488,13.672,134.766,0
1533222560.183,63.965,24.902,56.641,25.391,32.227,0
1533222560.187,57.129,20.508,-97.168,35.645,-3.906,0
1533222560.191,44.922,33.203,-113.770,19.043,23.438,0
1533222560.194,44.434,40.039,-45.898,0.977,28.809,0
1533222560.198,66.895,39.062,28.320,4.883,0.488,0
1533222560.202,79.102,39.551,49.805,11.230,-5.859,0
1533222560.206,67.871,39.551,-58.105,7.324,46.387,0
1533222560.210,59.082,42.480,-107.910,12.207,80.566,0
1533222560.214,69.824,41.504,-84.473,20.508,73.730,0
1533222560.218,91.309,41.992,-15.137,27.344,52.734,0
1533222560.222,92.773,43.457,63.477,28.809,48.828,0
1533222560.226,74.219,38.574,-8.789,21.973,47.852,0
1533222560.230,71.289,35.156,-108.398,29.297,89.844,0
1533222560.233,80.566,33.691,-100.098,41.016,43.945,0
1533222560.237,93.262,28.809,-30.762,40.039,6.836,0
1533222560.241,95.703,28.809,61.523,40.527,45.898,0
1533222560.245,89.844,30.762,9.277,43.945,56.152,0
1533222560.249,75.684,29.785,-115.723,40.039,20.996,0
1533222560.253,74.707,35.645,-86.426,39.062,0.488,0
1533222560.257,89.355,33.691,12.695,41.504,3.906,0
1533222560.261,91.309,26.855,66.406,41.504,0.000,0
1533222560.265,90.332,26.367,-8.789,38.086,32.715,0
1533222560.269,79.102,28.809,-115.234,32.227,12.695,0
1533222560.273,67.871,27.344,-75.195,26.367,37.598,0
1533222560.276,76.172,27.344,4.883,26.367,15.137,0
1533222560.280,92.285,27.344,36.621,31.738,-41.992,0
1533222560.284,91.309,24.414,-2.441,33.203,-43.945,0
1533222560.288,70.312,21.484,-76.660,29.785,-34.668,0
1533222560.292,66.895,22.949,-63.477,31.250,-74.219,0
1533222560.296,72.266,24.902,-48.828,33.691,-42.969,0
1533222560.300,77.637,23.926,38.086,32.715,28.809,0
1533222560.304,74.219,24.414,73.242,31.250,17.090,0
1533222560.308,58.594,26.855,-85.938,31.738,-5.859,0
1533222560.312,48.828,24.902,-82.520,30.762,25.391,0
1533222560.316,56.152,24.902,-26.367,30.273,36.621,0
1533222560.319,84.473,25.879,50.781,38.086,27.832,0
1533222560.323,84.473,23.926,26.855,40.039,10.254,0
1533222560.327,61.523,21.484,-95.703,32.715,-29.297,0
1533222560.331,57.129,21.973,-71.289,27.344,0.977,0
1533222560.335,63.965,25.391,-25.879,25.879,24.414,0
1533222560.339,81.543,22.949,53.223,31.250,48.828,0
1533222560.343,89.355,21.484,123.047,38.086,107.422,0
1533222560.347,75.684,27.344,-47.363,39.551,77.637,0
1533222560.351,64.941,26.367,-94.238,33.203,71.289,0
1533222560.355,69.824,24.414,-65.430,27.832,52.734,0
1533222560.358,86.914,28.320,19.043,31.250,30.762,0
1533222560.362,88.867,26.367,61.035,30.762,47.852,0
1533222560.366,67.383,31.250,-37.109,31.738,43.457,0
1533222560.370,50.781,28.809,-95.703,27.832,54.688,0
1533222560.374,54.199,17.090,-98.633,20.020,-9.766,0
1533222560.378,71.289,19.531,25.391,22.949,43.457,0
1533222560.382,73.242,18.066,80.078,24.902,69.824,0
1533222560.386,55.176,15.137,-12.207,22.949,41.504,0
1533222560.390,47.852,19.531,-59.570,22.949,77.148,0
1533222560.394,54.199,22.461,-73.730,24.414,13.672,0
1533222560.398,73.242,22.461,16.602,31.250,-15.137,0
1533222560.401,83.496,18.555,86.914,45.410,29.297,0
1533222560.405,71.777,13.184,-19.043,51.758,44.434,0
1533222560.409,47.852,25.391,-85.449,34.668,17.090,0
1533222560.413,36.621,35.156,-28.809,20.020,12.207,0
1533222560.417,62.500,31.738,49.805,27.832,68.848,0
1533222560.421,92.773,39.062,68.359,41.504,28.809,0
1533222560.425,84.961,39.062,34.180,41.992,-25.879,0
1533222560.429,63.965,33.691,-22.461,35.156,-4.883,0
1533222560.433,66.406,39.551,-6.836,37.598,41.992,0
1533222560.437,80.078,38.574,0.000,36.621,60.547,0
1533222560.441,97.168,32.227,102.051,37.109,31.738,0
1533222560.444,100.586,32.715,127.441,43.457,-20.020,0
1533222560.448,79.102,32.715,-19.043,37.598,-21.973,0
1533222560.452,71.289,33.691,-1.465,35.645,46.387,0
1533222560.456,83.008,36.133,58.105,33.691,67.871,0
1533222560.460,93.262,35.156,136.719,36.621,5.859,0
1533222560.464,90.332,28.320,84.961,39.062,31.738,0
1533222560.468,72.754,29.297,-71.289,33.691,31.250,0
1533222560.472,65.430,36.621,-22.949,31.250,-8.301,0
1533222560.476,85.449,31.250,23.438,31.738,12.695,0
1533222560.480,106.934,27.832,92.285,36.133,75.684,0
1533222560.483,107.422,30.762,117.188,38.574,2.930,0
1533222560.487,91.309,31.250,-20.508,36.621,-56.152,0
1533222560.491,79.102,30.762,-37.598,31.250,50.781,0
1533222560.495,88.867,34.668,-25.879,34.180,27.344,0
1533222560.499,98.633,28.809,66.895,37.109,3.906,0
1533222560.503,96.680,27.832,65.430,39.062,23.926,0
1533222560.507,85.938,36.621,-37.109,39.062,51.758,0
1533222560.511,65.918,34.180,-72.754,35.156,59.570,0
1533222560.515,76.172,36.621,-53.223,36.621,20.508,0
1533222560.519,98.145,39.551,68.848,38.574,-0.488,0
1533222560.523,105.957,41.504,83.984,41.504,-20.996,0
1533222560.526,102.539,43.457,-34.180,41.016,-11.230,0
1533222560.530,87.402,41.992,-66.895,37.109,23.926,0
1533222560.534,86.426,45.898,-60.059,34.668,-12.695,0
1533222560.538,102.539,47.852,15.137,36.133,18.066,0
1533222560.542,104.492,45.898,99.121,36.133,24.414,0
1533222560.546,97.656,48.340,13.184,37.109,-17.578,0
1533222560.550,84.961,47.852,-75.684,37.598,51.270,0
1533222560.554,76.660,41.016,-55.176,29.297,55.176,0
1533222560.558,90.820,33.203,51.270,32.715,-8.301,0
1533222560.562,100.098,28.809,70.801,42.969,-41.016,0
1533222560.566,95.215,30.273,13.672,45.410,23.926,0
1533222560.569,90.332,37.598,-46.875,52.734,62.988,0
1533222560.573,79.102,37.598,-26.855,43.945,36.621,0
1533222560.577,80.566,34.180,-4.883,24.902,43.945,0
1533222560.581,94.238,36.133,67.383,29.297,60.059,0
1533222560.585,85.449,38.086,28.809,28.809,18.555,0
1533222560.589,74.707,42.480,-81.055,26.855,-25.391,0
1533222560.593,76.660,44.922,-40.039,30.273,0.977,0
1533222560.597,95.703,47.363,50.293,32.715,14.648,0
1533222560.601,106.445,47.852,109.375,37.598,34.668,0
1533222560.605,101.074,48.828,14.648,36.133,23.926,0
1533222560.608,89.844,48.828,-104.492,33.203,-7.324,0
1533222560.612,79.102,46.387,-53.223,31.738,14.160,0
1533222560.616,87.891,48.340,57.129,36.133,15.625,0
1533222560.620,100.586,45.898,120.117,39.551,38.086,0
1533222560.624,95.703,45.410,51.270,39.062,75.195,0
1533222560.628,82.520,48.828,-76.660,37.109,-17.090,0
1533222560.632,73.242,47.852,-30.762,30.762,-39.551,0
1533222560.636,80.078,49.316,-20.020,31.738,-2.441,0
1533222560.640,87.402,48.828,51.758,35.645,-1.465,0
1533222560.644,80.078,48.828,86.914,32.227,-16.602,0
1533222560.648,65.430,54.199,-42.480,32.227,-38.574,0
1533222560.651,54.688,48.828,-48.828,25.879,13.184,0
1533222560.655,63.965,46.875,-49.316,23.926,38.086,0
1533222560.659,79.590,51.270,67.383,27.832,45.898,0
1533222560.663,79.590,49.316,102.539,31.738,42.969,0
1533222560.667,66.895,51.270,-38.574,31.738,41.016,0
1533222560.671,53.223,50.293,-38.086,17.090,25.391,0
1533222560.675,56.641,45.410,-21.484,15.625,34.668,0
1533222560.679,72.266,46.387,50.293,26.855,24.902,0
1533222560.683,77.148,49.316,71.777,27.832,-66.406,0
1533222560.687,59.570,43.457,-34.668,25.391,-45.410,0
1533222560.690,47.852,41.016,-69.336,24.902,-23.926,0
1533222560.694,51.270,41.016,-38.086,27.344,-25.391,0
1533222560.698,64.941,37.598,42.969,33.691,15.625,0
1533222560.702,73.242,38.574,51.270,33.691,29.785,0
1533222560.706,65.430,38.086,-9.277,32.715,91.797,0
1533222560.710,57.617,38.574,-38.086,30.762,109.375,0
1533222560.714,62.500,41.504,-60.059,31.250,-4.395,0
1533222560.718,77.637,37.109,-2.930,38.086,-22.461,0
1533222560.722,90.332,32.715,88.867,45.898,44.434,0
1533222560.726,80.078,36.133,33.691,47.852,29.297,0
1533222560.730,54.688,41.504,-56.641,38.086,-2.441,0
1533222560.733,43.945,36.621,-43.945,31.738,-18.555,0
1533222560.737,71.777,35.645,47.363,37.109,-4.883,0
1533222560.741,100.098,41.992,107.910,40.527,19.043,0
1533222560.745,96.191,42.969,3.418,36.621,20.508,0
1533222560.749,81.543,44.922,-87.402,36.621,56.152,0
1533222560.753,76.660,43.945,-9.766,40.527,78.613,0
1533222560.757,95.703,46.875,14.160,37.598,5.371,0
1533222560.761,108.398,47.363,90.332,29.297,-36.133,0
1533222560.765,96.191,43.945,97.656,29.297,15.137,0
1533222560.769,76.172,42.969,-38.574,30.273,71.777,0
1533222560.773,66.406,41.016,-33.203,21.973,80.078,0
1533222560.776,76.660,39.062,5.371,20.020,63.477,0
1533222560.780,86.426,35.645,76.660,22.461,19.043,0
1533222560.784,74.219,32.227,64.941,19.043,27.832,0
1533222560.788,57.129,33.203,-58.105,19.531,41.016,0
1533222560.792,79.590,55.176,-37.598,37.598,36.133,0
1533222560.796,94.727,60.059,-9.277,41.504,66.406,0
1533222560.800,83.984,47.363,68.848,30.273,-12.207,0
1533222560.804,76.172,43.457,97.656,27.344,-31.738,0
1533222560.808,67.383,40.039,-41.504,21.484,16.113,0
1533222560.812,53.223,36.133,-46.387,19.043,-11.719,0
1533222560.815,56.152,34.668,-14.160,20.508,11.230,0
1533222560.819,67.383,34.668,53.223,24.414,44.922,0
1533222560.823,65.918,31.738,66.406,30.762,13.672,0
1533222560.827,45.898,25.879,-58.105,29.785,22.949,0
1533222560.831,33.691,31.250,-83.008,28.320,37.598,0
1533222560.835,41.992,38.086,-13.184,28.809,110.840,0
1533222560.839,54.199,37.109,52.734,24.414,94.238,0
1533222560.843,55.176,36.133,24.414,25.391,1.465,0
1533222560.847,45.410,37.598,-57.617,29.297,-16.602,0
1533222560.851,40.039,39.062,-34.180,19.043,27.832,0
1533222560.855,45.410,36.621,-44.922,10.742,69.336,0
1533222560.858,63.477,36.133,8.301,17.578,-6.836,0
1533222560.862,72.754,38.574,80.566,17.578,-41.016,0
1533222560.866,61.035,42.480,-30.273,11.230,-18.066,0
1533222560.870,43.457,40.527,-66.895,6.348,20.996,0
1533222560.874,36.133,41.016,-64.453,1.465,0.000,0
1533222560.878,44.922,33.203,6.836,8.301,-0.488,0
1533222560.882,59.082,20.996,117.676,16.602,44.434,0
1533222560.886,50.293,28.809,-11.719,9.277,20.020,0
1533222560.890,32.227,33.203,-114.258,-3.418,76.172,0
1533222560.894,43.945,36.621,-59.082,-5.371,94.238,0
1533222560.898,73.730,38.086,57.129,-0.488,58.594,0
1533222560.901,86.426,39.551,85.449,3.906,4.883,0
1533222560.905,67.871,41.504,-33.203,4.883,-12.207,0
1533222560.909,48.340,43.457,-102.051,0.977,-3.418,0
1533222560.913,39.551,39.551,-52.246,-9.277,-24.902,0
1533222560.917,42.480,32.715,-8.789,-12.695,37.109,0
1533222560.921,52.734,34.180,47.852,-12.695,46.387,0
1533222560.925,45.410,35.156,0.488,-11.230,-16.113,0
1533222560.929,24.902,32.227,-118.164,-4.395,-17.090,0
1533222560.933,24.902,34.668,-94.238,-6.836,0.000,0
1533222560.937,41.504,36.621,-54.688,-3.906,58.105,0
1533222560.940,60.059,37.109,47.363,2.930,86.914,0
1533222560.944,62.988,39.551,29.785,6.348,31.250,0
1533222560.948,42.480,39.551,-95.703,3.906,-1.953,0
1533222560.952,32.227,43.945,-68.359,6.836,37.598,0
1533222560.956,49.805,46.875,-14.648,18.066,17.578,0
1533222560.960,68.359,41.504,54.688,20.996,-19.043,0
1533222560.964,70.801,40.527,19.531,14.648,33.203,0
1533222560.968,47.852,39.551,-65.918,10.254,63.965,0
1533222560.972,35.156,41.016,-78.613,12.695,83.984,0
1533222560.976,50.781,46.387,-22.461,9.277,70.801,0
1533222560.980,63.477,42.969,54.688,5.859,60.547,0
1533222560.983,61.035,37.598,3.906,12.207,42.480,0
1533222560.987,45.898,41.992,-47.363,10.742,56.641,0
1533222560.991,36.133,39.062,-45.410,-4.395,60.059,0
1533222560.995,38.574,36.133,-63.477,-11.230,58.105,0
1533222560.999,48.828,36.621,20.996,-4.395,32.715,0
1533222561.003,62.988,36.133,61.523,2.441,68.359,0
1533222561.007,51.758,36.621,-90.332,7.324,35.156,0
1533222561.011,36.621,35.645,-70.801,2.441,-16.113,0
1533222561.015,51.270,38.574,-64.941,-1.465,39.551,0
1533222561.019,65.918,41.016,-17.090,7.324,-25.391,0
1533222561.023,63.965,40.527,106.445,10.742,-36.621,0
1533222561.026,54.688,39.062,-37.598,6.348,-8.789,0
1533222561.030,43.457,36.621,-127.441,4.395,-58.594,0
1533222561.034,50.293,38.574,-42.969,4.883,-46.875,0
1533222561.038,67.383,38.086,18.555,0.488,23.926,0
1533222561.042,75.684,37.598,93.262,0.488,24.902,0
1533222561.046,71.289,35.645,23.438,0.000,72.754,0
1533222561.050,62.012,34.668,-104.492,-3.906,29.785,0
1533222561.054,59.082,38.086,-54.688,-4.883,-4.395,0
1533222561.058,65.918,35.645,35.645,-4.883,49.805,0
1533222561.062,76.660,37.109,81.055,-0.488,110.352,0
1533222561.065,68.848,44.922,-7.812,5.371,80.078,0
1533222561.069,58.594,49.316,-74.219,5.371,42.969,0
1533222561.073,55.176,46.387,-78.613,0.977,20.020,0
1533222561.077,59.082,44.434,-5.371,4.395,-32.227,0
1533222561.081,63.965,48.828,102.051,12.695,20.508,0
1533222561.085,58.105,52.246,14.160,20.020,-13.672,0
1533222561.089,45.410,46.875,-74.707,16.113,27.832,0
1533222561.093,39.551,42.480,-99.121,10.742,31.738,0
1533222561.097,57.129,44.434,-28.809,15.137,24.414,0
1533222561.101,69.336,41.992,57.129,17.578,60.059,0
1533222561.105,60.547,41.016,-8.789,11.719,30.762,0
1533222561.108,44.434,41.504,-118.652,6.836,0.000,0
1533222561.112,38.086,45.410,-96.680,5.371,33.203,0
1533222561.116,46.387,44.434,-57.617,5.371,61.523,0
1533222561.120,57.129,41.016,33.691,4.395,4.883,0
1533222561.124,59.082,44.922,24.902,2.930,55.176,0
1533222561.128,50.781,48.340,-108.887,-0.488,44.434,0
1533222561.132,45.410,48.828,-57.617,2.441,26.367,0
1533222561.136,45.898,45.898,-58.594,1.465,24.414,0
1533222561.140,64.941,45.898,20.508,3.906,-43.457,0
1533222561.144,72.754,50.293,104.004,8.301,-16.602,0
1533222561.148,47.852,48.828,-54.199,5.859,65.430,0
1533222561.151,37.109,46.387,-94.238,1.465,68.359,0
1533222561.155,44.922,46.387,-28.809,-0.488,96.680,0
1533222561.159,65.918,48.340,51.270,3.906,63.477,0
1533222561.163,65.918,46.875,53.711,5.371,56.152,0
1533222561.167,46.387,48.828,-77.637,-0.488,80.566,0
1533222561.171,44.922,48.828,-108.398,-3.906,46.387,0
1533222561.175,52.246,44.434,-44.434,-2.441,16.602,0
1533222561.179,64.453,43.457,62.988,1.465,51.758,0
1533222561.183,68.359,43.457,118.652,6.836,59.082,0
1533222561.187,58.105,45.898,-42.969,10.254,-15.625,0
1533222561.190,50.781,43.945,-98.633,13.672,10.742,0
1533222561.194,50.293,39.551,-53.223,12.695,28.320,0
1533222561.198,61.035,40.039,42.480,17.090,35.156,0
1533222561.202,67.383,37.598,61.035,24.902,36.621,0
1533222561.206,55.664,38.086,-47.852,28.320,6.836,0
1533222561.210,39.062,39.062,-83.984,24.414,32.715,0
1533222561.214,43.457,40.039,-70.801,20.996,45.410,0
1533222561.218,64.453,41.504,-2.930,20.996,4.883,0
1533222561.222,72.754,38.574,87.402,19.043,46.387,0
1533222561.226,80.078,47.363,3.418,29.785,34.180,0
1533222561.230,76.172,53.711,-109.375,42.480,-41.016,0
1533222561.233,42.480,41.016,-46.875,17.090,-8.789,0
1533222561.237,40.527,35.645,0.977,1.953,20.996,0
1533222561.241,61.523,42.969,74.707,13.184,16.602,0
1533222561.245,60.547,41.016,39.062,15.137,24.414,0
1533222561.249,56.152,33.203,-92.773,20.508,26.855,0
1533222561.253,45.898,29.297,-68.359,20.020,7.812,0
1533222561.257,47.363,25.879,12.207,18.555,-44.434,0
1533222561.261,63.965,29.785,76.172,21.973,-5.371,0
1533222561.265,55.664,30.762,-21.973,17.578,61.523,0
1533222561.269,36.621,31.738,-92.773,14.160,-0.488,0
1533222561.273,32.227,34.668,-36.133,14.160,13.672,0
1533222561.276,45.410,33.203,-46.387,13.672,37.598,0
1533222561.280,65.430,31.250,44.434,17.578,31.250,0
1533222561.284,58.594,34.668,58.594,18.555,38.574,0
1533222561.288,43.945,37.598,-86.426,17.090,41.504,0
1533222561.292,42.969,39.551,-62.012,13.184,37.109,0
1533222561.296,46.875,45.410,-9.766,12.695,27.344,0
1533222561.300,55.664,52.246,55.176,18.066,-0.977,0
1533222561.304,56.641,52.734,50.293,15.137,4.395,0
1533222561.308,43.945,52.734,-71.289,11.230,35.156,0
1533222561.312,33.691,56.152,-89.355,11.719,-4.395,0
1533222561.315,35.156,53.711,-9.766,6.348,9.766,0
1533222561.319,52.246,53.223,90.332,5.859,59.570,0
1533222561.323,62.500,56.152,120.605,11.719,23.926,0
1533222561.327,48.340,51.270,-24.414,9.766,-28.320,0
1533222561.331,38.086,49.805,-38.086,5.859,40.527,0
1533222561.335,41.016,45.410,-7.812,7.324,89.844,0
1533222561.339,56.641,46.387,61.523,16.602,57.617,0
1533222561.343,65.430,50.781,54.688,20.508,-26.367,0
1533222561.347,48.828,46.387,-25.391,13.184,-77.148,0
1533222561.351,35.156,45.410,-49.316,8.301,-67.383,0
1533222561.355,40.527,44.922,-22.461,7.812,-1.953,0
1533222561.358,49.805,41.992,48.828,8.789,71.777,0
1533222561.362,53.223,41.016,65.430,14.648,27.832,0
1533222561.366,40.039,41.504,1.953,14.160,-5.859,0
1533222561.370,31.738,46.875,-31.250,14.648,11.230,0
1533222561.374,42.969,52.734,-23.926,19.531,51.758,0
1533222561.378,50.781,46.387,8.789,11.230,75.195,0
1533222561.382,56.152,41.992,93.262,12.695,39.062,0
1533222561.386,44.434,42.480,19.043,20.020,-4.883,0
1533222561.390,22.461,39.551,-53.711,14.648,-5.371,0
1533222561.394,16.602,35.645,-23.926,11.719,26.367,0
1533222561.397,34.180,36.621,42.480,16.602,79.590,0
1533222561.401,54.688,41.992,66.406,19.531,50.781,0
1533222561.405,49.805,42.969,-5.859,19.043,15.625,0
1533222561.409,34.180,41.016,-51.270,11.230,56.641,0
1533222561.413,28.809,39.062,-12.695,3.418,19.531,0
1533222561.417,55.176,53.223,6.836,18.555,27.832,0
1533222561.421,78.613,68.359,99.121,34.180,42.969,0
1533222561.425,68.848,63.965,100.586,29.785,40.527,0
1533222561.429,47.852,61.523,-48.828,20.508,59.082,0
1533222561.433,35.156,58.594,-52.246,9.766,21.973,0
1533222561.437,55.176,56.641,38.086,15.137,-19.531,0
1533222561.440,71.289,55.664,114.746,20.020,-26.367,0
1533222561.444,52.246,48.340,46.387,12.695,6.836,0
1533222561.448,36.133,50.781,-62.500,18.066,21.484,0
1533222561.452,29.297,49.316,-71.289,5.859,40.039,0
1533222561.456,33.691,42.969,3.906,-4.395,40.039,0
1533222561.460,52.246,42.480,102.051,4.395,41.992,0
1533222561.464,46.875,43.945,64.941,4.883,29.785,0
1533222561.468,36.621,44.434,-39.551,5.859,68.848,0
1533222561.472,27.832,38.574,-45.410,1.465,90.820,0
1533222561.476,22.461,35.645,-51.758,-1.465,47.363,0
1533222561.480,42.480,37.109,46.387,4.883,20.020,0
1533222561.483,51.758,36.621,117.676,8.301,46.387,0
1533222561.487,35.645,35.645,-35.156,5.371,34.668,0
1533222561.491,29.297,34.180,-66.406,2.930,38.574,0
1533222561.495,39.062,43.945,-26.367,12.207,31.250,0
1533222561.499,71.289,64.453,68.359,32.715,-17.578,0
1533222561.503,106.445,88.379,125.488,56.152,-26.367,0
1533222561.507,91.309,97.168,61.523,60.547,-19.043,0
1533222561.511,50.781,70.801,-13.672,35.645,27.832,0
1533222561.515,39.551,53.711,-44.434,12.695,17.578,0
1533222561.519,52.734,52.246,62.012,5.371,-17.090,0
1533222561.522,64.941,54.199,113.281,11.719,42.480,0
1533222561.526,54.199,50.781,-33.691,10.254,68.848,0
1533222561.530,27.832,44.922,-87.402,-1.953,21.973,0
1533222561.534,24.414,44.434,-62.500,-3.906,29.297,0
1533222561.538,32.715,40.039,0.000,-6.836,25.879,0
1533222561.542,40.039,38.574,103.027,-3.418,16.602,0
1533222561.546,38.574,48.340,-22.461,10.254,41.016,0
1533222561.550,25.879,57.129,-67.871,10.742,-7.812,0
1533222561.554,29.297,59.570,10.742,12.695,5.859,0
1533222561.558,45.410,58.594,3.906,20.020,30.273,0
1533222561.562,58.105,56.152,98.145,17.578,-2.930,0
1533222561.565,45.898,49.316,64.453,10.254,37.598,0
1533222561.569,37.598,51.758,-62.988,13.184,94.238,0
1533222561.573,52.734,62.012,-35.156,28.809,48.340,0
1533222561.577,72.266,72.266,66.895,39.551,17.578,0
1533222561.581,73.730,67.383,128.418,32.715,45.410,0
1533222561.585,49.316,51.270,18.066,14.648,25.391,0
1533222561.589,21.973,41.016,-93.262,-3.906,-59.570,0
1533222561.593,20.020,35.156,-63.965,-12.695,-48.828,0
1533222561.597,31.738,34.668,-21.973,-15.137,-3.906,0
1533222561.601,36.621,31.250,76.660,-15.625,-21.973,0
1533222561.605,31.250,28.809,78.613,-9.277,-14.648,0
1533222561.608,26.367,34.180,-75.195,-0.977,-20.508,0
1533222561.612,37.109,44.434,-65.430,2.930,-48.340,0
1533222561.616,44.434,45.898,29.785,-3.418,-41.504,0
1533222561.620,49.805,36.133,101.562,-5.371,-58.105,0
1533222561.624,52.246,35.645,48.828,-0.488,-17.578,0
1533222561.628,31.738,36.621,-38.086,-4.395,75.195,0
1533222561.632,17.578,35.645,-51.758,-15.625,58.594,0
1533222561.636,31.250,35.156,-15.137,-14.160,14.648,0
1533222561.640,40.527,30.762,53.223,-13.184,28.809,0
1533222561.644,45.898,35.645,43.945,-6.348,28.809,0
1533222561.647,46.875,44.434,-18.555,5.859,12.695,0
1533222561.651,26.367,41.992,-21.973,-4.883,38.574,0
